10.75 8.51 8.32 8.83 9.85
9.34 8.98 10.83 10.0 9.49
9.18 8.98 8.87 9.38 9.61
9.06 7.88 8.71 9.18 8.2
9.06 9.1 8.94 8.32 8.67
8.36 9.69 9.06 9.49 10.24
10.94 9.53 9.96 10.2 8.67
9.81 9.81 9.41 9.45 8.71
8.94 8.83 7.57 10.08 9.73
9.69 9.02 10.04 9.1 8.55
10.43 9.89 9.3 9.38 10.28
10.04 10.9 9.96 9.06 11.18
10.32 9.14 10.24 9.92 8.32
9.02 9.1 9.38 9.77 8.28
8.67 8.47 8.71 9.41 9.73
8.28 9.38 8.47 9.49 8.32
9.26 9.06 8.36 9.49 8.24
9.57 9.81 8.36 10.04 10.51
10.28 9.26 9.41 7.85 9.81
8.75 10.28 8.87 9.92 10.08
9.96 9.57 9.26 10.0 8.43
9.02 9.06 8.75 9.06 8.47
8.71 8.36 9.69 8.39 9.18
9.65 9.3 9.73 8.67 9.45
9.02 9.26 8.75 8.24 9.22
8.79 9.53 9.92 9.34 8.51
9.34 8.32 9.73 8.04 9.69
